DaysBeingCustomer,Recency,Age,Income,Education,Marital_Status,Kids,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumStorePurchases,NumCatalogPurchases,NumWebPurchases,NumWebVisitsMonth,TotalProductsL2Y,TotalPurchasesL2Y,AvgProductsPerTrip,SharePurchasesOnDeal
878,30,38,40780.0,Graduate,Divorced,1,229,27,71,13,3,34,4,5,1,7,9,377,13,29.0,30.8
719,45,69,62847.0,Postgraduate,Together,0,521,168,706,80,76,61,1,4,6,3,2,1612,13,124.0,7.7
907,58,57,82017.0,Postgraduate,Married,0,184,23,446,30,23,23,1,7,4,5,2,729,16,45.6,6.2
534,49,64,16813.0,Graduate,Single,0,4,8,11,12,2,13,1,3,0,2,7,50,5,10.0,20.0
432,37,36,51267.0,Graduate,Married,2,183,2,64,7,2,12,4,5,3,3,4,270,11,24.5,36.4
610,70,53,46524.0,Graduate,Single,1,31,19,35,26,14,52,2,5,1,1,3,177,7,25.3,28.6
714,33,52,45183.0,Postgraduate,Single,0,219,3,60,12,9,12,1,7,1,4,7,315,12,26.2,8.3
190,98,60,70421.0,Postgraduate,Married,1,479,28,136,75,14,35,3,7,3,10,6,767,20,38.4,15.0
803,17,49,60161.0,Undergraduate,Divorced,1,584,44,212,46,8,177,3,8,4,11,8,1071,23,46.6,13.0
700,54,41,73926.0,Graduate,Together,0,627,91,597,159,91,15,1,12,5,6,3,1580,23,68.7,4.3
386,39,46,19329.0,Graduate,Married,1,24,1,16,12,2,5,3,3,0,4,8,60,7,8.6,42.9
387,81,44,61872.0,Postgraduate,Married,1,330,5,159,36,27,16,4,9,4,4,4,573,17,33.7,23.5
649,71,58,46984.0,Graduate,Widow,2,19,1,10,2,1,8,1,3,0,1,5,41,4,10.2,25.0
715,62,63,34838.0,Graduate,Married,2,28,23,29,29,14,47,3,4,1,2,6,170,7,24.3,42.9
603,8,70,82716.0,Postgraduate,Single,0,606,148,228,15,148,22,1,13,8,6,2,1167,27,43.2,3.7
579,76,56,48192.0,Graduate,Married,0,1039,43,204,153,58,29,3,12,8,2,8,1526,22,69.4,13.6
633,66,38,49681.0,Postgraduate,Married,2,411,0,26,0,0,21,6,7,1,7,7,458,15,30.5,40.0
287,83,43,56850.0,Postgraduate,Married,1,34,1,19,2,7,0,1,3,1,1,2,63,5,12.6,20.0
440,28,57,55267.0,Graduate,Married,1,161,28,136,32,3,45,4,6,4,3,3,405,13,31.2,30.8
653,87,42,59666.0,Graduate,Married,2,623,53,178,23,17,133,7,8,2,3,8,1027,13,79.0,53.8
579,43,42,72504.0,Graduate,Single,1,604,26,470,123,161,94,2,6,9,5,2,1478,20,73.9,10.0
445,0,33,26872.0,Graduate,Married,0,3,10,8,3,16,32,1,2,1,1,6,72,4,18.0,25.0
624,1,42,21359.0,Graduate,Single,1,12,2,17,6,1,10,2,3,0,2,8,48,5,9.6,40.0
218,1,39,73170.0,Graduate,Single,0,184,174,256,50,30,32,1,6,4,5,2,726,15,48.4,6.7
642,72,59,52750.0,Postgraduate,Married,1,393,0,239,90,69,69,6,9,7,5,4,860,21,41.0,28.6
407,72,28,91820.0,Postgraduate,Together,0,410,73,747,76,161,30,0,12,5,5,1,1497,22,68.0,0.0
30,12,44,65968.0,Postgraduate,Together,1,376,9,83,19,4,4,2,7,4,5,3,495,16,30.9,12.5
32,89,38,30772.0,Graduate,Married,2,7,2,4,2,1,4,1,2,0,1,6,20,3,6.7,33.3
771,67,60,22507.0,Graduate,Single,0,68,0,226,51,157,68,3,4,2,10,9,570,16,35.6,18.8
281,54,42,65685.0,Graduate,Married,1,642,14,49,0,7,57,1,9,2,9,5,769,20,38.4,5.0
725,34,36,25804.0,Undergraduate,Married,1,8,7,9,13,6,12,2,3,0,2,8,55,5,11.0,40.0
609,15,34,76412.0,Postgraduate,Single,0,840,53,804,23,71,17,1,8,4,5,3,1808,17,106.4,5.9
514,43,42,22063.0,Graduate,Married,1,7,10,13,3,11,11,2,3,0,2,7,55,5,11.0,40.0
203,0,53,57091.0,Graduate,Single,0,464,5,64,7,0,37,1,7,3,7,5,577,17,33.9,5.9
626,74,51,22419.0,Graduate,Married,0,30,3,47,19,21,42,1,2,2,3,8,162,7,23.1,14.3
592,61,55,87771.0,Graduate,Together,1,1492,38,287,50,57,33,1,4,10,5,6,1957,19,103.0,5.3
628,51,55,78353.0,Undergraduate,Divorced,1,752,122,476,39,153,34,1,11,2,10,8,1576,23,68.5,4.3
548,97,60,93404.0,Graduate,Married,3,1279,15,287,20,0,15,3,7,4,3,5,1616,14,115.4,21.4
399,75,52,37859.0,Graduate,Divorced,3,22,1,8,2,1,2,2,3,0,1,8,36,4,9.0,50.0
425,83,56,80995.0,Postgraduate,Widow,1,860,28,409,73,56,56,1,4,9,8,4,1482,21,70.6,4.8
366,23,30,16529.0,Graduate,Together,1,3,0,5,13,0,1,1,3,0,1,6,22,4,5.5,25.0
408,65,38,55412.0,Postgraduate,Divorced,2,10,5,28,11,1,8,1,3,0,2,5,63,5,12.6,20.0
817,94,22,48789.0,Graduate,Single,0,351,16,156,7,5,145,1,7,4,6,6,680,17,40.0,5.9
609,42,47,56575.0,Postgraduate,Together,2,421,5,90,0,16,10,3,7,3,7,5,542,17,31.9,17.6
693,10,34,25130.0,Undergraduate,Together,1,2,5,7,0,18,18,2,3,0,2,7,50,5,10.0,40.0
689,94,47,35441.0,Graduate,Married,2,25,1,9,2,1,1,2,3,0,1,8,39,4,9.8,50.0
646,50,58,71391.0,Graduate,Married,1,336,123,274,46,123,141,5,12,5,6,3,1043,23,45.3,21.7
619,46,42,49494.0,Postgraduate,Single,1,191,9,97,0,6,82,2,5,1,6,7,385,12,32.1,16.7
833,98,34,81702.0,Graduate,Divorced,0,563,50,774,28,31,187,1,12,7,7,3,1633,26,62.8,3.8
696,42,34,45889.0,Undergraduate,Single,1,31,0,6,0,1,8,1,3,0,1,6,46,4,11.5,25.0
289,30,37,56628.0,Graduate,Single,1,479,5,82,7,17,171,2,5,6,7,5,761,18,42.3,11.1
606,11,64,34026.0,Graduate,Together,2,18,6,15,12,8,17,3,3,1,2,5,76,6,12.7,50.0
766,61,40,40049.0,Graduate,Married,1,91,65,52,10,44,28,3,6,2,3,5,290,11,26.4,27.3
30,12,26,34176.0,Graduate,Single,1,5,7,24,19,14,20,4,4,0,3,6,89,7,12.7,57.1
815,76,33,19419.0,Graduate,Married,1,2,14,28,16,3,7,4,3,0,4,9,70,7,10.0,57.1
526,2,54,82504.0,Undergraduate,Married,0,362,50,431,134,35,54,1,7,6,3,1,1066,16,66.6,6.2
356,43,44,81205.0,Graduate,Together,0,724,74,929,97,55,130,1,7,6,5,2,2009,18,111.6,5.6
827,27,23,61618.0,Undergraduate,Single,0,605,91,399,0,45,205,2,8,6,3,3,1345,17,79.1,11.8
741,60,58,55284.0,Postgraduate,Single,1,547,7,140,0,7,63,3,8,5,7,5,764,20,38.2,15.0
438,79,51,49980.0,Graduate,Single,1,104,1,54,13,9,14,2,5,1,3,5,195,9,21.7,22.2
456,96,34,15072.0,Graduate,Married,2,8,2,15,0,10,18,4,3,1,3,5,53,7,7.6,57.1
570,17,40,49166.0,Graduate,Single,1,224,2,25,7,0,110,2,3,3,5,6,368,11,33.5,18.2
64,0,60,65324.0,Postgraduate,Married,1,384,0,102,21,32,5,3,9,2,6,4,544,17,32.0,17.6
937,38,57,82347.0,Undergraduate,Married,0,556,54,845,202,133,63,1,10,7,7,3,1853,24,77.2,4.2
223,43,48,30843.0,Postgraduate,Together,2,24,0,2,0,0,9,2,2,1,1,5,35,4,8.8,50.0
293,1,40,46374.0,Postgraduate,Married,1,408,0,21,0,0,17,3,7,1,7,8,446,15,29.7,20.0
730,25,35,60474.0,Graduate,Single,1,265,199,303,234,9,170,7,12,2,10,7,1180,24,49.2,29.2
276,2,41,38576.0,Postgraduate,Married,1,34,0,7,0,0,0,1,3,0,1,7,41,4,10.2,25.0
684,66,29,55357.0,Graduate,Married,2,374,64,116,84,25,64,3,11,2,6,5,727,19,38.3,15.8
999,49,48,37758.0,Graduate,Together,2,27,2,10,0,0,1,2,3,0,1,8,40,4,10.0,50.0
609,5,25,85710.0,Undergraduate,Married,0,600,20,350,29,30,33,1,10,9,6,2,1062,25,42.5,4.0
343,71,45,23228.0,Graduate,Together,1,13,2,18,6,1,0,2,3,0,2,8,40,5,8.0,40.0
323,35,45,44602.0,Postgraduate,Together,2,167,2,89,0,0,34,6,4,1,6,8,292,11,26.5,54.5
490,94,27,7500.0,Graduate,Married,0,0,2,3,4,1,5,1,3,0,0,6,15,3,5.0,33.3
999,80,25,38683.0,Undergraduate,Together,1,46,35,69,84,41,66,6,6,1,4,7,341,11,31.0,54.5
383,61,39,49514.0,Undergraduate,Single,1,88,39,78,58,13,93,2,4,1,6,7,369,11,33.5,18.2
424,29,41,57906.0,Postgraduate,Together,1,243,11,119,10,3,15,3,8,2,4,4,401,14,28.6,21.4
649,0,48,43456.0,Postgraduate,Single,1,275,11,68,25,7,7,3,8,1,5,5,393,14,28.1,21.4
467,80,28,19485.0,Postgraduate,Single,2,6,0,4,0,0,0,1,2,0,1,7,10,3,3.3,33.3
578,54,36,53172.0,Graduate,Together,1,121,62,90,68,20,125,3,8,3,2,3,486,13,37.4,23.1
809,71,35,30545.0,Graduate,Together,1,4,12,15,19,7,12,2,3,0,2,7,69,5,13.8,40.0
463,27,31,70123.0,Postgraduate,Together,0,1308,0,396,23,0,0,1,4,7,5,3,1727,16,107.9,6.2
217,61,55,62450.0,Graduate,Single,1,515,47,267,62,66,38,2,4,5,5,3,995,14,71.1,14.3
59,55,38,21675.0,Graduate,Together,1,4,0,16,17,4,4,3,3,0,4,7,45,7,6.4,42.9
275,35,33,42395.0,Undergraduate,Single,2,48,13,57,24,15,25,4,4,1,3,7,182,8,22.8,50.0
573,34,36,61346.0,Postgraduate,Together,1,562,58,168,43,16,142,1,10,7,5,3,989,22,45.0,4.5
474,95,61,80812.0,Graduate,Together,0,769,22,500,210,143,33,1,5,8,4,2,1677,17,98.6,5.9
553,64,43,42835.0,Postgraduate,Divorced,2,379,4,93,12,9,98,7,4,6,6,6,595,16,37.2,43.8
689,30,31,39922.0,Graduate,Married,1,29,12,59,19,1,36,2,4,0,3,8,156,7,22.3,28.6
245,12,58,86424.0,Postgraduate,Single,0,387,68,569,89,45,68,1,12,9,6,1,1226,27,45.4,3.7
717,96,36,17117.0,Undergraduate,Together,1,12,23,38,30,18,7,4,3,1,3,9,128,7,18.3,57.1
94,16,42,24762.0,Graduate,Single,1,6,10,12,3,15,40,3,2,1,3,8,86,6,14.3,50.0
810,16,39,35797.0,Graduate,Married,1,27,1,14,4,1,21,2,3,0,2,8,68,5,13.6,40.0
530,78,39,36627.0,Graduate,Divorced,2,9,1,5,0,0,1,1,3,0,0,5,16,3,5.3,33.3
199,83,33,51111.0,Undergraduate,Married,2,22,0,19,6,5,3,2,3,0,2,6,55,5,11.0,40.0
756,96,42,86857.0,Postgraduate,Single,0,899,102,838,133,102,40,1,10,6,5,2,2114,21,100.7,4.8
696,67,44,82072.0,Postgraduate,Together,0,889,55,685,168,92,129,1,13,2,3,1,2018,18,112.1,5.6
769,87,61,46231.0,Postgraduate,Single,3,189,2,55,0,5,12,4,4,1,6,9,263,11,23.9,36.4
418,34,55,42243.0,Graduate,Married,2,48,0,2,0,0,5,2,3,0,2,7,55,5,11.0,40.0
730,46,52,51195.0,Graduate,Together,2,230,14,156,82,24,58,8,5,2,9,8,564,16,35.2,50.0
384,7,36,68092.0,Postgraduate,Single,0,852,60,207,78,36,48,2,10,6,2,5,1281,18,71.2,11.1
489,73,41,31814.0,Graduate,Married,1,35,3,20,4,1,20,2,3,0,2,9,83,5,16.6,40.0
878,54,49,51390.0,Postgraduate,Widow,2,205,20,47,23,2,56,6,5,2,5,5,353,12,29.4,50.0
355,93,31,76630.0,Graduate,Married,0,255,31,446,40,56,175,1,11,10,3,1,1003,24,41.8,4.2
249,52,23,26868.0,Undergraduate,Single,1,0,0,1,8,3,2,1,2,0,1,7,14,3,4.7,33.3
732,53,71,48948.0,Postgraduate,Divorced,0,437,8,206,160,49,42,2,5,10,7,6,902,22,41.0,9.1
753,81,42,55260.0,Postgraduate,Single,1,825,8,53,11,0,242,2,5,10,8,6,1139,23,49.5,8.7
545,8,58,64090.0,Graduate,Together,1,316,58,161,76,51,135,1,4,9,6,5,797,19,41.9,5.3
346,97,56,78331.0,Graduate,Divorced,1,756,138,354,160,169,61,2,7,6,10,4,1638,23,71.2,8.7
422,50,40,37087.0,Postgraduate,Married,1,194,55,134,15,0,3,3,8,2,4,6,401,14,28.6,21.4
439,38,28,21846.0,Graduate,Divorced,1,7,17,18,6,10,26,4,3,0,4,8,84,7,12.0,57.1
581,61,56,81320.0,Graduate,Married,0,183,33,493,59,103,57,1,10,3,4,2,928,17,54.6,5.9
506,46,44,54137.0,Graduate,Divorced,1,171,0,11,0,1,20,2,4,1,4,6,203,9,22.6,22.2
539,73,47,66825.0,Graduate,Together,0,243,101,405,29,40,40,1,6,5,4,2,858,15,57.2,6.7
632,19,41,57100.0,Graduate,Together,0,181,21,69,39,3,96,1,6,3,3,3,409,12,34.1,8.3
651,10,45,58917.0,Graduate,Together,3,151,7,89,0,7,28,5,6,1,4,5,282,11,25.6,45.5
122,94,37,85072.0,Graduate,Single,0,494,92,391,194,11,241,1,10,4,3,0,1423,17,83.7,5.9
409,10,53,86429.0,Graduate,Single,0,464,28,873,29,18,37,0,7,4,7,2,1449,18,80.5,0.0
691,37,43,45684.0,Graduate,Widow,1,5,1,5,10,0,7,1,2,0,1,7,28,3,9.3,33.3
278,94,40,47889.0,Graduate,Together,1,29,0,29,0,5,4,1,3,0,2,5,67,5,13.4,20.0
93,23,28,45921.0,Postgraduate,Married,0,102,9,49,24,3,12,1,6,1,2,4,199,9,22.1,11.1
554,75,48,78420.0,Postgraduate,Single,0,604,28,674,91,28,28,1,8,10,3,1,1453,21,69.2,4.8
542,40,22,75114.0,Graduate,Together,0,571,12,523,63,60,24,1,5,10,3,2,1253,18,69.6,5.6
709,24,51,52278.0,Postgraduate,Widow,1,953,0,71,0,0,174,6,10,5,10,8,1198,25,47.9,24.0
539,11,42,35641.0,Postgraduate,Married,1,63,3,67,8,9,28,2,4,1,3,7,178,8,22.2,25.0
1028,29,20,95529.0,Graduate,Single,0,770,29,890,250,27,24,1,7,3,7,3,1990,17,117.1,5.9
425,51,60,62820.0,Graduate,Married,0,398,61,265,138,61,53,1,6,4,3,1,976,13,75.1,7.7
374,86,54,73113.0,Postgraduate,Together,0,741,19,154,50,9,28,1,7,4,3,2,1001,14,71.5,7.1
545,9,32,84169.0,Postgraduate,Married,0,1478,19,403,0,19,0,1,6,6,7,3,1919,19,101.0,5.3
413,30,60,42607.0,Undergraduate,Single,1,156,29,56,30,32,47,2,7,2,3,3,350,12,29.2,16.7
596,73,60,74637.0,Postgraduate,Single,0,960,64,464,146,0,16,1,9,9,6,3,1650,24,68.8,4.2
266,25,59,46015.0,Postgraduate,Together,2,38,0,2,0,0,6,1,3,0,1,7,46,4,11.5,25.0
627,67,21,72354.0,Graduate,Single,0,315,26,473,220,12,182,1,6,10,2,1,1228,18,68.2,5.6
710,67,45,39858.0,Postgraduate,Single,1,15,20,25,2,7,26,1,4,0,2,6,95,6,15.8,16.7
274,58,66,34469.0,Postgraduate,Married,2,19,6,20,0,5,12,3,4,1,1,4,62,6,10.3,50.0
231,82,28,83033.0,Graduate,Together,1,812,99,431,237,149,33,1,10,4,11,5,1761,25,70.4,4.0
856,98,35,24401.0,Postgraduate,Together,0,73,28,217,10,24,115,3,6,1,6,8,467,13,35.9,23.1
94,93,36,77583.0,Graduate,Married,0,372,23,384,250,12,108,1,9,5,4,2,1149,18,63.8,5.6
370,53,32,74116.0,Undergraduate,Single,0,871,111,704,145,55,166,1,10,4,4,2,2052,18,114.0,5.6
274,66,21,74293.0,Graduate,Single,0,375,152,335,93,91,81,1,6,4,5,2,1127,15,75.1,6.7
413,6,38,68397.0,Postgraduate,Married,1,760,80,466,17,13,80,1,5,9,6,3,1416,20,70.8,5.0
153,42,40,79632.0,Postgraduate,Together,0,471,0,510,99,21,12,1,9,4,6,2,1113,19,58.6,5.3
94,78,25,46107.0,Graduate,Single,1,31,9,27,16,9,33,1,4,1,1,3,125,6,20.8,16.7
757,29,63,64950.0,Postgraduate,Single,1,819,0,72,12,0,63,2,10,2,11,7,966,23,42.0,8.7
743,82,25,25443.0,Undergraduate,Married,1,1,4,3,8,9,7,1,3,0,1,8,32,4,8.0,25.0
227,92,62,75127.0,Graduate,Single,0,203,35,305,46,17,227,1,5,11,2,1,833,18,46.3,5.6
224,78,43,32892.0,Postgraduate,Together,1,26,0,15,2,1,2,2,3,0,3,8,46,6,7.7,33.3
437,54,43,71796.0,Graduate,Together,0,354,21,311,167,75,32,1,4,3,9,4,960,16,60.0,6.2
592,45,44,67536.0,Postgraduate,Married,1,1253,0,447,23,71,35,3,11,5,11,8,1829,27,67.7,11.1
539,59,43,55239.0,Graduate,Single,1,371,17,238,23,24,106,3,11,5,7,5,779,23,33.9,13.0
483,8,39,60554.0,Postgraduate,Divorced,1,588,7,76,110,15,15,2,9,4,8,6,811,21,38.6,9.5
455,51,62,64831.0,Undergraduate,Single,2,480,86,249,75,86,144,8,5,3,6,6,1120,14,80.0,57.1
533,51,52,56067.0,Postgraduate,Together,1,517,12,54,16,6,120,2,7,4,7,5,725,18,40.3,11.1
586,76,31,82025.0,Graduate,Divorced,0,267,98,606,48,70,98,1,6,2,3,1,1187,11,107.9,9.1
641,62,61,94384.0,Graduate,Together,0,1111,24,790,160,45,172,0,5,8,5,2,2302,18,127.9,0.0
743,86,28,14906.0,Undergraduate,Single,0,7,7,14,7,16,15,3,3,1,2,7,66,6,11.0,50.0
1090,60,27,51563.0,Postgraduate,Married,0,1166,0,48,0,0,36,1,10,4,4,8,1250,18,69.4,5.6
322,56,32,57937.0,Undergraduate,Married,1,261,42,144,55,48,133,3,9,4,4,3,683,17,40.2,17.6
461,83,35,68274.0,Graduate,Divorced,2,135,25,51,23,25,46,2,5,2,4,3,305,11,27.7,18.2
571,92,37,39771.0,Graduate,Together,1,6,2,18,2,8,14,1,3,0,2,4,50,5,10.0,20.0
1090,31,39,67893.0,Undergraduate,Divorced,1,711,28,142,49,18,47,2,9,2,3,8,995,14,71.1,14.3
91,80,35,27922.0,Postgraduate,Together,1,11,0,13,2,4,11,1,3,0,2,4,41,5,8.2,20.0
152,39,38,52190.0,Postgraduate,Together,2,42,0,17,0,0,18,3,3,1,2,5,77,6,12.8,50.0
705,20,41,44051.0,Postgraduate,Divorced,2,79,7,58,6,3,18,4,4,1,3,6,171,8,21.4,50.0
425,53,43,42767.0,Postgraduate,Single,2,20,6,43,19,5,38,1,2,1,3,8,131,6,21.8,16.7
60,84,38,46106.0,Postgraduate,Together,2,30,0,8,2,0,14,1,2,1,1,6,54,4,13.5,25.0
459,50,38,16927.0,Postgraduate,Married,2,20,2,23,3,1,4,5,4,0,3,8,53,7,7.6,71.4
1088,96,49,59754.0,Graduate,Married,1,115,27,44,4,146,139,3,6,2,5,5,475,13,36.5,23.1
870,94,62,53700.0,Graduate,Single,1,263,5,233,69,41,83,4,8,5,5,5,694,18,38.6,22.2
183,25,41,59041.0,Graduate,Married,2,69,2,15,2,2,6,2,4,0,2,5,96,6,16.0,33.3
617,48,57,54237.0,Postgraduate,Divorced,1,267,3,30,4,0,57,4,5,2,5,6,361,12,30.1,33.3
835,65,47,70647.0,Graduate,Divorced,1,561,85,171,25,123,114,2,13,7,4,2,1079,24,45.0,8.3
183,69,52,52597.0,Postgraduate,Single,1,492,0,37,7,0,42,3,8,3,6,5,578,17,34.0,17.6
735,12,45,41021.0,Postgraduate,Together,1,14,7,9,6,16,12,2,3,0,2,6,64,5,12.8,40.0
447,84,39,40233.0,Postgraduate,Married,1,80,4,46,0,17,2,5,5,1,2,6,149,8,18.6,62.5
193,47,34,50183.0,Graduate,Married,2,97,12,84,13,10,15,7,6,1,3,5,231,10,23.1,70.0
391,87,55,54753.0,Graduate,Together,1,197,107,227,7,59,131,3,11,2,5,4,728,18,40.4,16.7
503,35,41,92955.0,Graduate,Married,0,693,21,925,31,24,84,1,9,7,6,2,1778,22,80.8,4.5
755,47,41,33471.0,Graduate,Married,1,43,2,27,0,9,12,3,4,0,3,7,93,7,13.3,42.9
631,48,40,34596.0,Postgraduate,Married,1,14,0,2,0,0,7,1,2,0,1,8,23,3,7.7,33.3
813,46,34,44010.0,Graduate,Together,1,186,36,234,86,72,48,6,6,2,10,9,662,18,36.8,33.3
336,27,26,84219.0,Graduate,Married,0,434,137,400,45,137,45,1,10,4,3,1,1198,17,70.5,5.9
717,37,46,40706.0,Postgraduate,Together,3,59,0,11,4,2,5,4,4,0,3,7,81,7,11.6,57.1
754,8,26,15716.0,Undergraduate,Married,1,16,5,30,8,7,26,3,4,0,3,8,92,7,13.1,42.9
413,29,55,59052.0,Undergraduate,Divorced,1,230,35,75,63,57,31,3,7,1,7,5,491,15,32.7,20.0
812,85,43,80573.0,Postgraduate,Together,0,829,138,430,60,92,15,1,13,6,4,2,1564,23,68.0,4.3
308,2,52,83715.0,Graduate,Married,0,318,8,407,150,35,8,1,13,8,2,0,926,23,40.3,4.3
1092,66,55,82576.0,Postgraduate,Together,0,1206,55,445,168,18,18,1,12,4,2,1,1910,18,106.1,5.6
420,60,49,56962.0,Postgraduate,Married,3,292,3,77,10,3,26,7,5,3,6,7,411,14,29.4,50.0
309,54,62,35704.0,Graduate,Married,2,30,9,12,2,11,30,3,4,0,2,4,94,6,15.7,50.0
391,70,60,53103.0,Graduate,Together,1,729,17,133,11,0,195,5,7,6,10,7,1085,23,47.2,21.7
393,55,54,46779.0,Undergraduate,Widow,2,12,1,3,0,0,7,1,2,1,0,4,23,3,7.7,33.3
196,20,49,4861.0,Graduate,Divorced,0,2,1,1,1,0,1,0,0,0,0,14,6,0,0.0,24.1
545,78,35,33462.0,Postgraduate,Divorced,1,22,3,18,0,0,11,1,3,0,2,7,54,5,10.8,20.0
447,63,36,63693.0,Graduate,Divorced,1,587,43,337,42,87,54,3,9,6,11,6,1150,26,44.2,11.5
507,17,64,80763.0,Graduate,Married,0,674,168,108,192,42,231,1,6,11,5,3,1415,22,64.3,4.5
501,43,40,65352.0,Postgraduate,Married,1,284,3,84,4,7,23,2,8,2,4,4,405,14,28.9,14.3
405,13,36,82170.0,Postgraduate,Married,0,1023,93,651,49,55,37,1,7,6,5,2,1908,18,106.0,5.6
436,46,45,75759.0,Graduate,Married,0,1394,22,708,89,91,182,1,9,7,9,5,2486,25,99.4,4.0
395,65,38,79689.0,Undergraduate,Single,0,311,26,640,180,37,121,1,13,9,4,2,1315,26,50.6,3.8
189,1,58,35340.0,Postgraduate,Widow,2,27,0,12,0,1,5,2,3,0,2,5,45,5,9.0,40.0
289,6,60,85683.0,Graduate,Divorced,0,1296,17,311,45,69,51,1,10,4,2,1,1789,16,111.8,6.2
766,32,42,24884.0,Undergraduate,Married,1,3,6,7,0,0,3,1,3,0,0,7,19,3,6.3,33.3
856,34,33,42021.0,Postgraduate,Together,1,393,5,136,7,5,27,5,6,1,10,9,573,17,33.7,29.4
320,70,25,64449.0,Graduate,Single,1,218,63,282,137,35,70,4,12,3,5,4,805,20,40.2,20.0
196,49,60,64587.0,Graduate,Divorced,2,66,0,16,0,6,20,2,4,1,1,3,108,6,18.0,33.3
284,65,19,34824.0,Graduate,Single,0,4,2,11,2,0,4,1,2,0,1,6,23,3,7.7,33.3
480,25,36,75437.0,Graduate,Together,0,795,0,545,95,58,0,1,10,4,8,6,1493,22,67.9,4.5
313,84,57,26091.0,Graduate,Together,2,15,10,19,8,17,20,3,3,1,2,5,89,6,14.8,50.0
509,7,41,52845.0,Graduate,Married,1,384,25,292,130,41,64,3,6,8,8,6,936,22,42.5,13.6
664,34,58,46086.0,Graduate,Divorced,1,244,8,32,7,2,50,4,8,1,3,4,343,12,28.6,33.3
817,38,58,78028.0,Postgraduate,Widow,1,158,19,288,25,0,38,1,9,4,6,7,528,19,27.8,5.3
481,1,27,95169.0,Postgraduate,Single,0,1285,21,449,106,20,20,1,4,3,4,1,1901,11,172.8,9.1
648,25,33,56337.0,Undergraduate,Married,2,349,16,144,28,5,182,5,4,5,8,8,724,17,42.6,29.4
690,25,27,22434.0,Graduate,Together,1,4,12,11,3,13,15,2,3,0,2,8,58,5,11.6,40.0
597,50,60,36930.0,Postgraduate,Married,1,223,2,31,0,2,39,5,4,2,5,8,297,11,27.0,45.5
701,46,60,36130.0,Graduate,Single,1,157,43,127,68,56,37,6,4,8,3,4,488,15,32.5,40.0
968,96,61,65569.0,Postgraduate,Married,1,397,46,288,20,38,70,2,10,5,6,3,859,21,40.9,9.5
395,57,62,83844.0,Graduate,Together,0,901,31,345,75,31,191,1,11,4,4,1,1574,19,82.8,5.3
343,47,46,19514.0,Graduate,Married,2,14,3,21,2,1,28,4,2,1,3,8,69,6,11.5,66.7
456,52,51,36736.0,Postgraduate,Single,2,10,0,3,0,0,4,1,2,0,1,6,17,3,5.7,33.3
862,30,35,77568.0,Graduate,Together,1,1230,0,396,232,178,158,1,8,2,10,5,2194,20,109.7,5.0
64,63,38,49187.0,Postgraduate,Together,1,81,1,31,2,1,0,1,5,1,1,2,116,7,16.6,14.3
550,51,36,30168.0,Graduate,Single,1,154,20,66,0,12,27,7,4,1,6,9,279,11,25.4,63.6
817,14,46,34053.0,Postgraduate,Together,1,63,0,21,7,0,12,1,3,0,3,8,103,6,17.2,16.7
261,20,43,38196.0,Postgraduate,Married,2,30,0,11,0,0,3,3,4,0,2,5,44,6,7.3,50.0
260,56,63,59412.0,Postgraduate,Married,0,90,67,165,30,43,11,1,8,2,4,3,406,14,29.0,7.1
184,41,49,70924.0,Undergraduate,Married,0,635,114,254,132,152,76,1,7,6,6,3,1363,19,71.7,5.3
586,72,45,54165.0,Graduate,Together,0,127,4,73,15,6,11,1,7,1,2,2,236,10,23.6,10.0
674,1,41,32300.0,Graduate,Married,1,13,3,6,6,5,6,1,3,0,1,8,39,4,9.8,25.0
683,27,38,20180.0,Graduate,Single,0,18,42,24,15,20,18,1,4,1,2,7,137,7,19.6,14.3
199,77,41,34961.0,Graduate,Married,1,45,2,26,4,1,1,3,3,1,3,7,79,7,11.3,42.9
546,87,40,28440.0,Postgraduate,Together,1,38,1,24,0,0,0,1,3,0,2,8,63,5,12.6,20.0
641,81,61,64504.0,Postgraduate,Together,3,986,36,168,16,0,108,7,4,3,11,7,1314,18,73.0,38.9
194,51,48,33564.0,Postgraduate,Together,1,61,0,3,0,0,7,1,3,1,1,5,71,5,14.2,20.0
1029,79,36,17345.0,Graduate,Married,1,4,9,16,17,0,12,2,2,1,2,8,58,5,11.6,40.0
518,11,47,56320.0,Postgraduate,Married,1,201,53,172,116,77,83,3,9,4,5,4,702,18,39.0,16.7
501,54,36,28647.0,Graduate,Single,1,19,8,29,0,12,26,1,2,2,2,7,94,6,15.7,16.7
705,93,27,15038.0,Undergraduate,Single,1,4,8,11,19,12,26,2,2,1,2,9,80,5,16.0,40.0
726,0,56,32173.0,Postgraduate,Divorced,1,18,0,2,0,0,2,1,3,0,1,4,22,4,5.5,25.0
998,54,50,68316.0,Undergraduate,Together,1,806,80,161,120,11,33,5,10,7,10,6,1211,27,44.9,18.5
554,21,43,74538.0,Graduate,Together,0,380,98,733,110,112,28,1,5,8,8,3,1461,21,69.6,4.8
717,58,43,91700.0,Graduate,Single,0,576,172,961,125,115,19,1,5,6,8,3,1968,19,103.6,5.3
193,3,45,68695.0,Graduate,Together,0,458,81,356,106,50,40,1,7,4,4,2,1091,15,72.7,6.7
